"country","count","rank","screen_name","name","description","category","X","count.y","pop","percent"
"Italy",375,40,"redazioneiene","Le Iene","Segui Le Iene anche su: http://t.co/VW5NBfTbdo       http://t.co/pnB64WspcN","channel",NA,1031,5864636,36.37
"Bolivia",20,32,"BBCBreaking","BBC Breaking News","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news",NA,55,9182015,36.36
"Bolivia",20,33,"bbcmundo","BBC Mundo","Twitter oficial de BBC Mundo. Aqui encuentran una seleccion de lo mejor de nuestro contenido y los invitamos a una conversacion global. �Se animan?","news",NA,55,9182015,36.36
"Bolivia",20,34,"LATAM_BRA","LATAM Brasil","Bem-vindo à LATAM Airlines Brasil. Estamos prontos para te ajudar 24/7. Descubra mais sobre nos tambem no https://t.co/1cNxg0rPAZ","airline",NA,55,9182015,36.36
"Ukraine",126,24,"BBCBreaking","BBC Breaking News","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news",NA,347,46917544,36.31
"Ukraine",126,25,"FlyAirNZ","Air New Zealand️","The official Air New Zealand Twitter account  We're listening 24/7. Please call 0800 737 000 for immediate assistance.","airline",NA,347,46917544,36.31
"United States",2229,3,"British_Airways","British Airways","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline",NA,6140,299846449,36.3
"India",3280,79,"TheJohnAbraham","John Abraham","Actor","person",NA,9039,1134403141,36.29
"Belgium",123,20,"Delta","Delta","Official account of Delta Air Lines. We're listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline",NA,339,10398049,36.28
"Italy",374,41,"radiodeejay","Radio Deejay","One Nation One Station One Twitter","channel",NA,1031,5864636,36.28
"Sri Lanka",74,77,"Skype","Skype","The latest news and updates from the team at Skype. Follow the link below to discover all the wonderful things Skype has to offer.","brand",NA,204,19120763,36.27
"Sri Lanka",74,78,"TheEconomist","The Economist","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel",NA,204,19120763,36.27
"Sri Lanka",74,79,"googlechrome","Google Chrome","The official Twitter account for the Google Chrome browser, OS, Chromebooks, Chromecast, and Web Store","brand",NA,204,19120763,36.27
"Afghanistan",25,48,"BBCNews","BBC News (UK)","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news",NA,69,25067407,36.23
"Afghanistan",25,49,"BreakingNews","Breaking News","Be the first to know when news breaks. Get our free app to unlock more updates, see news near you and customize your alerts...","news",NA,69,25067407,36.23
"Afghanistan",25,50,"NatGeo","National Geographic","Since 1888, we've traveled the Earth, sharing its amazing stories with new generations. Official Twitter account of National Geographic.","channel",NA,69,25067407,36.23
"Afghanistan",25,51,"ABC","ABC News","See the whole picture with @ABC News. Join us on Facebook: https://t.co/ewMNZ54axm","news",NA,69,25067407,36.23
"Afghanistan",25,52,"MASalangi","General Salangi","Former Deputy Interior Minister - Police Chief for Kabul, Kunduz, Kandahar, Herat, Nangarhar provinces - Proud & patriot Afghan, father, soldier & friend.","person",NA,69,25067407,36.23
"Afghanistan",25,53,"1TVNewsAF","1TVNewsAF","خبر اول، حرف آخر","news",NA,69,25067407,36.23
"Afghanistan",25,54,"billclinton","Bill Clinton","Founder, Clinton Foundation and 42nd President of the United States. Follow @clintonfdn fo more on my work around the world.","person",NA,69,25067407,36.23
"Afghanistan",25,55,"Umerdaudzai2","M UMER Daudzai","Former Minister of Interior Affairs of the Islamic Republic of Afghanistan, and two times Chief of Staff to the President. Personal tweets are signed - UD.","person",NA,69,25067407,36.23
"Argentina",292,40,"gcba","Buenos Aires Ciudad","Twitter oficial del Gobierno de la Ciudad Autonoma de Buenos Aires","other",NA,806,38747148,36.23
"Argentina",292,41,"mariuvidal","Maria Eugenia Vidal","Mama orgullosa de Maria Jose, Camila y Pedrito. Gobernadora de la Provincia de Buenos Aires.","person",NA,806,38747148,36.23
"Austria",42,24,"Airbus","Airbus","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel",NA,116,8291979,36.21
"Greenland",344,15,"Qantas","Qantas","The official Qantas Twitter page to share information & get feedback. We're online 24 hours a day, 7 days a week.","airline",NA,950,57475,36.21
"Myanmar",21,23,"ChannelNewsAsia","Channel NewsAsia","The official space of Channel NewsAsia - the source of breaking news from Asia & the world. We want to hear from you. Comments and news tips are welcome.","news",NA,58,47967266,36.21
"South Korea",168,8,"KLM","Royal Dutch Airlines","Official global account of KLM. While we keep you updated, we're at your service in 12 languages. Share personal details only in private messages!","airline",NA,464,47869837,36.21
"Iraq",396,17,"AlArabiya_Brk","العربية عاجل","خدمة قناة #العربية للأخبار العاجلة","news",NA,1094,27995984,36.2
"Oman",97,39,"Reuters","Reuters Top News","Top and breaking news, pictures, and videos from Reuters.","news",NA,268,2507042,36.19
"Oman",97,40,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,268,2507042,36.19
"France",436,16,"Airbus","Airbus","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel",NA,1205,60990544,36.18
"Bulgaria",17,33,"BBCWorld","BBC News (World)","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news",NA,47,7744591,36.17
"Bulgaria",17,34,"nytimes","The New York Times","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news",NA,47,7744591,36.17
"Bulgaria",17,35,"cnni","CNN International","Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.","news",NA,47,7744591,36.17
"Bulgaria",17,36,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,47,7744591,36.17
"Bulgaria",17,37,"lonelyplanet","Lonely Planet","Tweeting + retweeting the best in travel: in-depth articles, inspiring photography, intrepid videos. #lp | For the latest daily travel news see @lptravelnews","travel",NA,47,7744591,36.17
"Bulgaria",17,38,"TripAdvisor","TripAdvisor","Know better, book better and go better on the world's largest travel site.","travel",NA,47,7744591,36.17
"Bulgaria",17,39,"HeathrowAirport","Heathrow Airport","Welcome to the official Heathrow Airport Twitter feed. We're here to help every day between 6:30am and 11pm (GMT). Follow @yourHeathrow for our expansion news.","airport",NA,47,7744591,36.17
"Bulgaria",17,40,"Boeing","The Boeing Company","Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.","travel",NA,47,7744591,36.17
"Bulgaria",17,41,"Forbes","Forbes","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel",NA,47,7744591,36.17
"Egypt",242,52,"cathaypacific","Cathay Pacific","Welcome to the Cathay Pacific Airways Twitter community, where you can share your #lifewelltravelled moments!  You'll find us tweeting Mon-Fri between 9am & 5pm","airline",NA,669,72849793,36.17
"Mexico",257,35,"CNNEE","CNN en Espanol","CNN en Espanol es tu principal fuente de informacion y breaking news. Cubrimos las noticias de America Latina y el resto del mundo. Vive la noticia.","news",NA,711,104266392,36.15
"Bangladesh",116,70,"googlemaps","Google Maps","Photographic dispatches from Planet Earth.","brand",NA,321,15328112,36.14
"Bangladesh",116,71,"ameesha_patel","ameesha patel","Real person first actor later. follow me on Instagram Ameeshapatel9","person",NA,321,15328112,36.14
"Turkey",211,37,"BarackObama","Barack Obama","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person",NA,584,72969723,36.13
"Vietnam",177,12,"BBCBreaking","BBC Breaking News","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news",NA,490,85028643,36.12
"Greenland",343,16,"airfrance","Air France","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline",NA,950,57475,36.11
"Indonesia",1935,23,"VIVAcoid","VIVAcoid","Portal Informasi dan Rumah Komunitas No. 1 di Indonesia. Akun Twitter resmi portal https://t.co/JNYbfduizu","news",NA,5360,226063044,36.1
"Portugal",109,56,"lonelyplanet","Lonely Planet","Tweeting + retweeting the best in travel: in-depth articles, inspiring photography, intrepid videos. #lp | For the latest daily travel news see @lptravelnews","travel",NA,302,10528226,36.09
"India",3261,80,"YUVSTRONG12","yuvraj singh","If I can you can !","person",NA,9039,1134403141,36.08
"Belarus",22,17,"YouTube","YouTube","lol watch this","channel",NA,61,9795287,36.07
"Peru",22,55,"NASA","NASA","Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4).","other",NA,61,27274266,36.07
"Serbia",116,19,"BarackObama","Barack Obama","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person",NA,322,9863026,36.02
"Serbia",116,20,"easyJet","easyJet","Connecting people across Europe & passionate about making travel easy & affordable. 8:00-8:00pm GMT Mon-Sun. For customer services visit
https://t.co/hOTXBHTSHz","travel",NA,322,9863026,36.02
"Ukraine",125,26,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,347,46917544,36.02
"Mexico",256,36,"CNN","CNN","It's our job to #GoThere and tell the most difficult stories. Come with us!","news",NA,711,104266392,36.01
"Mexico",256,37,"NASA","NASA","Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4).","other",NA,711,104266392,36.01
"Slovenia",166,22,"FlyAirNZ","Air New Zealand️","The official Air New Zealand Twitter account  We're listening 24/7. Please call 0800 737 000 for immediate assistance.","airline",NA,461,1999425,36.01
"United Arab Emirates",399,30,"TheNationalUAE","The National","The official Twitter feed of The National, the UAE's premier news source, with top stories, special features and more.","news",NA,1108,4104291,36.01
"Zimbabwe",54,47,"PresidencyZA","PresidencyZA","This is the official Twitter page of The Presidency of the Republic of South Africa","other",NA,150,13119679,36
"South Korea",167,9,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,464,47869837,35.99
"Italy",371,42,"lonelyplanet","Lonely Planet","Tweeting + retweeting the best in travel: in-depth articles, inspiring photography, intrepid videos. #lp | For the latest daily travel news see @lptravelnews","travel",NA,1031,5864636,35.98
"Italy",371,43,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,1031,5864636,35.98
"United States",2209,4,"cnnbrk","CNN Breaking News","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news",NA,6140,299846449,35.98
"Poland",50,40,"YouTube","YouTube","lol watch this","channel",NA,139,38195558,35.97
"Poland",50,41,"JaroslawKuzniar","Jaroslaw Kuźniar","Dziennikarz. Dyrektor programowy #Onet100 @onet_rano & https://t.co/ShX34AEvtG | CEO https://t.co/RnDLkQEFiM & https://t.co/xTRZiERxbw | SWPS | SocialMedia & PersonalBrand","person",NA,139,38195558,35.97
"Poland",50,42,"NewsweekPolska","Newsweek Polska","Newsweek Polska jest jedną z nieanglojezycznych edycji amerykańskiego tygodnika, ktory od dziesiecioleci wyznacza najwyższe standardy dziennikarstwa.","news",NA,139,38195558,35.97
"Poland",50,43,"Fly_Norwegian","Norwegian","World's Best Low-Cost Long Haul airline 2015! Here to give you the latest company news and help you out. Customer service: https://t.co/kZn7JviQrF","airline",NA,139,38195558,35.97
"Poland",50,44,"donaldtusk","Donald Tusk","Oficjalny profil Donalda Tuska. The official profile of Donald Tusk.","person",NA,139,38195558,35.97
"Spain",323,26,"Airbus","Airbus","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel",NA,899,43397491,35.93
"Iraq",393,18,"BBCBreaking","BBC Breaking News","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news",NA,1094,27995984,35.92
"Kazakhstan",51,36,"NatGeo","National Geographic","Since 1888, we've traveled the Earth, sharing its amazing stories with new generations. Official Twitter account of National Geographic.","channel",NA,142,15210609,35.92
"Kazakhstan",51,37,"taylorswift13","Taylor Swift","Born in 1989.","person",NA,142,15210609,35.92
"Kazakhstan",51,38,"Oprah","Oprah Winfrey","","person",NA,142,15210609,35.92
"Kazakhstan",51,39,"arrahman","A.R.Rahman","Grammy and Academy Award winning musician","person",NA,142,15210609,35.92
"Kazakhstan",51,40,"FarOutAkhtar","Farhan Akhtar","Writer. Director. Actor. Singer/Songwriter. Founder- @MardOfficial Initiative | @UN_Women Goodwill Ambassador(South Asia)","person",NA,142,15210609,35.92
"Vietnam",176,13,"nytimes","The New York Times","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news",NA,490,85028643,35.92
"India",3245,81,"Varun_dvn","Varun dhawan","artist, the voice of the voiceless","person",NA,9039,1134403141,35.9
"Solomon Islands",28,16,"australian","The Australian","News from The Australian newspaper and The Australian Online.","news",NA,78,472419,35.9
"Italy",370,44,"Ryanair","Ryanair","Thanks for choosing Europe's favourite airline! We're here 7am - 9pm everyday. Ryanair. Low Fares. Made Simple. Live Flight Info here: https://t.co/cnePB7yLGg","airline",NA,1031,5864636,35.89
"Ecuador",395,21,"JetBlue","JetBlue Airways","Hi, nice to tweet you! Fly with us to 90+ destinations and experience our award-winning service. For concerns that require a response, call or email.","airline",NA,1101,13060993,35.88
"Egypt",240,53,"TIME","TIME","Breaking news and current events from around the globe. Hosted by TIME staff. Tweet questions to our customer service team @TIMEmag_Service.","news",NA,669,72849793,35.87
"Egypt",240,54,"airfrance","Air France","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline",NA,669,72849793,35.87
"Kenya",222,65,"XHNews","China Xinhua News","China Insight, Global View. Xinhua News Agency is the first port of call for the latest China and world news. https://t.co/U0WI8N4Fll https://t.co/IHLImeWM1V","news",NA,619,35598952,35.86
"Chile",238,19,"twitter","Twitter","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel",NA,664,16295102,35.84
"Chile",238,20,"AirCanada","Air Canada","News & more. For fare discounts & special offers follow @ACFlightOffers. | Nouvelles et plus. Pour nos offres speciales suivez @ACFlightOffers.","airline",NA,664,16295102,35.84
"Bangladesh",115,72,"MClarke23","Michael Clarke","","",NA,321,15328112,35.83
"Bangladesh",115,73,"banglanews24com","Banglanews24.com","http://t.co/WJywg88d84, a new-generation multimedia news portal from Bangladesh, disseminates round-the-clock news in Bangla & English.","news",NA,321,15328112,35.83
"Nepal",67,79,"SamsungMobile","Samsung Mobile","[Statement] Samsung Urges Galaxy Note7 Users to Immediately Participate in The Replacement Program https://t.co/qyBpeBPd64","brand",NA,187,27093656,35.83
"Oman",96,41,"AmericanAir","American Airlines","We're here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline",NA,268,2507042,35.82
"Oman",96,42,"dubaitourism","Dubai Tourism","Welcome to the official account of Dubai's Department of Tourism and Commerce Marketing.","other",NA,268,2507042,35.82
"Switzerland",163,17,"airberlin","airberlin","A warm welcome to the official airberlin Twitter account. Discover the world of airberlin and register now for the airberlin newsletter! https://t.co/tmcNONhGio","airline",NA,455,7424389,35.82
"Kuwait",106,18,"BillGates","Bill Gates","Sharing things I'm learning through my foundation work and other interests...","person",NA,296,2296000,35.81
"Czech Republic",29,26,"TripAdvisor","TripAdvisor","Know better, book better and go better on the world's largest travel site.","travel",NA,81,10191762,35.8
"India",3235,82,"ashabhosle","ashabhosle","Singer since 1943","person",NA,9039,1134403141,35.79
"Turkey",209,38,"united","United","Conversations with you here are 140 characters-friendly. Tweet us any time. For a formal response visit https://t.co/cpgjUnDsve.","airline",NA,584,72969723,35.79
"South Korea",166,10,"staralliance","Star Alliance","The Star Alliance network provides a range of benefits for the international traveller to improve their travel experience, wherever they are in the world.","airline",NA,464,47869837,35.78
"Finland",49,41,"twitter","Twitter","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel",NA,137,5246004,35.77
"Finland",49,42,"ylenews","Yle News","Breaking news and top stories of the day from Finland. Bulletins on TV1 at 15:05, Radio Mondo at 15:30 and Radio 1 at 15:55.","news",NA,137,5246004,35.77
"Finland",49,43,"AirCanada","Air Canada","News & more. For fare discounts & special offers follow @ACFlightOffers. | Nouvelles et plus. Pour nos offres speciales suivez @ACFlightOffers.","airline",NA,137,5246004,35.77
"Finland",49,44,"armanalizad","Arman Alizad","Producer and host: Kill Arman / Beyond Human Boundaries / Viimeinen Ristiretki. Hata mirine. Instagram: armanalizad","person",NA,137,5246004,35.77
"Finland",49,45,"FinaviaOyj","Finavia","The Finnish airport operator. Our 22 airports in Finland carry over 20 million passengers annually. Join the conversation! Finavia - For #smoothtravelling.","airport",NA,137,5246004,35.77
"Canada",305,24,"CNN","CNN","It's our job to #GoThere and tell the most difficult stories. Come with us!","news",NA,853,32270507,35.76
"Canada",305,25,"YouTube","YouTube","lol watch this","channel",NA,853,32270507,35.76
"Taiwan",138,15,"nytimes","The New York Times","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news",NA,386,22704059,35.75
"Greece",703,19,"airfrance","Air France","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline",NA,1967,11099737,35.74
"Iraq",391,19,"lufthansa","Lufthansa","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline",NA,1094,27995984,35.74
"Hong Kong",561,13,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,1570,7057418,35.73
"Indonesia",1915,24,"KickAndyShow","Kick Andy Show","90mins Inspirational Talk Show @ Metro TV on Friday 20.05pm & Saturday 13.30pm . Powered by GDIAnalytics, a product of @GDILab","channel",NA,5360,226063044,35.73
"Egypt",239,55,"Microsoft","Microsoft","The official Twitter page for Microsoft consumer products and your source for major announcements and events.","brand",NA,669,72849793,35.72
"Serbia",115,21,"twitter","Twitter","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel",NA,322,9863026,35.71
"Vietnam",175,14,"BillGates","Bill Gates","Sharing things I'm learning through my foundation work and other interests...","person",NA,490,85028643,35.71
"Morocco",297,14,"easyJet","easyJet","Connecting people across Europe & passionate about making travel easy & affordable. 8:00-8:00pm GMT Mon-Sun. For customer services visit
https://t.co/hOTXBHTSHz","travel",NA,832,30494991,35.7
"Belgium",121,21,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,339,10398049,35.69
"Malaysia",1198,11,"FireflyAirlines","Firefly Airlines","Firefly's official twitter. Our team is ready to serve you from Mon - Fri from 9am to 5pm (GMT+8). For specific queries, pls email customer_care@fireflyz.com.my","airline",NA,3357,25652985,35.69
"France",430,17,"lemondefr","Le Monde","L'actualite de reference, partout, tout le temps, par la redaction du Monde | Pilote par @martelclem et @marieslavicek | Snapchat, FB, Instagram : lemondefr","",NA,1205,60990544,35.68
"India",3225,83,"MaheshNBhatt","Mahesh Bhatt","Film Maker, Author, Nomad with no destination. I don't have any thoughts which I can call my own--not one thought, not one word, not one experience.","person",NA,9039,1134403141,35.68
"Ireland",259,23,"airfrance","Air France","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline",NA,726,4143294,35.67
"Indonesia",1911,25,"sherinasinna","Sherina Sinna","Indonesian Musician/Singer-Songwriter","",NA,5360,226063044,35.65
"Netherlands",1007,15,"easyJet","easyJet","Connecting people across Europe & passionate about making travel easy & affordable. 8:00-8:00pm GMT Mon-Sun. For customer services visit
https://t.co/hOTXBHTSHz","travel",NA,2825,1632769,35.65
"Pakistan",586,70,"Cristiano","Cristiano Ronaldo","This Privacy Policy addresses the collection and use of personal information - https://t.co/Jp6yh1T58c","person",NA,1644,158080591,35.64
"Turkey",208,39,"twitter","Twitter","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel",NA,584,72969723,35.62
"Turkey",208,40,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,584,72969723,35.62
"Netherlands",1006,16,"BBCBreaking","BBC Breaking News","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news",NA,2825,1632769,35.61
"Mexico",253,38,"SismologicoMX","Sismologico Nacional","","",NA,711,104266392,35.58
"Morocco",296,15,"Delta","Delta","Official account of Delta Air Lines. We're listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline",NA,832,30494991,35.58
"Pakistan",585,71,"sonakshisinha","Sonakshi Sinha","Shotgun Junior! Instagram: aslisona, Snapchat: aslisonasnap","person",NA,1644,158080591,35.58
"Iran",32,28,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,90,69420607,35.56
"Iran",32,29,"TheEconomist","The Economist","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel",NA,90,69420607,35.56
"Iran",32,30,"guardian","The Guardian","Top stories, special features, live blogs and more","news",NA,90,69420607,35.56
"Australia",2552,9,"TurnbullMalcolm","Malcolm Turnbull","Prime Minister of Australia and Federal Member for Wentworth. retweet is not an endorsement","person",NA,7180,20310208,35.54
"Indonesia",1905,26,"KompasTV","KOMPAS TV","Akun resmi stasiun televisi berita independen Indonesia. Ikuti kami https://t.co/e6949zlzOD Instagram: @kompastv Google+: https://t.co/0VCLzckHTa","news",NA,5360,226063044,35.54
"Brazil",819,46,"CNN","CNN","It's our job to #GoThere and tell the most difficult stories. Come with us!","news",NA,2305,186830759,35.53
"Denmark",65,21,"airfrance","Air France","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline",NA,183,5416945,35.52
"Denmark",65,22,"flightradar24","Flightradar24","Track air traffic in real time from all around the world! Apps: http://t.co/ongfnAPfLz
FAQ: http://t.co/WfQImBHLYe
Support: http://t.co/ifn4x04sH9","travel",NA,183,5416945,35.52
"France",428,18,"staralliance","Star Alliance","The Star Alliance network provides a range of benefits for the international traveller to improve their travel experience, wherever they are in the world.","airline",NA,1205,60990544,35.52
"Bangladesh",114,74,"Qantas","Qantas","The official Qantas Twitter page to share information & get feedback. We're online 24 hours a day, 7 days a week.","airline",NA,321,15328112,35.51
"Romania",87,36,"HeathrowAirport","Heathrow Airport","Welcome to the official Heathrow Airport Twitter feed. We're here to help every day between 6:30am and 11pm (GMT). Follow @yourHeathrow for our expansion news.","airport",NA,245,21627557,35.51
"Romania",87,37,"AP","The Associated Press","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news",NA,245,21627557,35.51
"Argentina",286,42,"aguerosergiokun","Sergio Kun Aguero","Argentino. Titulos: Premier League Man City 2012 y 2014/Europa League y Supercopa 2010 con el Atleti/Mundial Sub 20 2005 y 2007 y JJ.OO. 2008 con la Seleccion","person",NA,806,38747148,35.48
"Latvia",11,36,"CNN","CNN","It's our job to #GoThere and tell the most difficult stories. Come with us!","news",NA,31,2301793,35.48
"Latvia",11,37,"twitter","Twitter","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel",NA,31,2301793,35.48
"Latvia",11,38,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,31,2301793,35.48
"Latvia",11,39,"staralliance","Star Alliance","The Star Alliance network provides a range of benefits for the international traveller to improve their travel experience, wherever they are in the world.","airline",NA,31,2301793,35.48
"Latvia",11,40,"gestins","Janis Geste","zinu razotajs...katru dienu...(gandriz). Seit rakstitais ir tikai mans viedoklis un tas nepauz mana darba deveja poziciju.","person",NA,31,2301793,35.48
"Latvia",11,41,"ltvdefacto","De Facto","Svetdienas 20.55 LTV1","news",NA,31,2301793,35.48
"Latvia",11,42,"Jekaba11","Saeimas zinas","Jaunumi no Latvijas parlamenta Official account of the Parliament of Latvia (Saeima)","person",NA,31,2301793,35.48
"Latvia",11,43,"_austrian","Austrian Airlines","Official Austrian Airlines twitter Channel - the charming way to fly! For compliments and complaints, please refer to https://t.co/ODtoNtlX4z.","airline",NA,31,2301793,35.48
"Latvia",11,44,"LatvijasRadio","Latvijas Radio","Sabiedriskais medijs. Uzrunajam cilvekus, lai veicinatu labaku dzives kvalitati, nodrosinot objektivas, operativas un daudzveidigas informacijas pieejamibu.","person",NA,31,2301793,35.48
"Latvia",11,45,"lsmlv","LSM zinu portals","Latvijas Radio un Latvijas Televizijas vienotais interneta portals","person",NA,31,2301793,35.48
"Azerbaijan",72,21,"ImranKhanPTI","Imran Khan","Chairman of Pakistan Tehreek-e-Insaf","person",NA,203,8352021,35.47
"Iraq",388,20,"BillGates","Bill Gates","Sharing things I'm learning through my foundation work and other interests...","person",NA,1094,27995984,35.47
"Kuwait",105,19,"KingSalman","سلمان بن عبدالعزيز","الحساب الرسمي لخادم الحرمين الشريفين الملك سلمان بن عبدالعزيز آل سعود، ملك المملكة العربية السعودية","person",NA,296,2296000,35.47
"United Arab Emirates",393,31,"Qantas","Qantas","The official Qantas Twitter page to share information & get feedback. We're online 24 hours a day, 7 days a week.","airline",NA,1108,4104291,35.47
"Oman",95,43,"Forbes","Forbes","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel",NA,268,2507042,35.45
"Venezuela",223,49,"Alitalia","Alitalia","Welcome to the official AlitaliaTwitter account! Follow us for latest news and events!","travel",NA,629,26725573,35.45
"France",427,19,"nytimes","The New York Times","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news",NA,1205,60990544,35.44
"Egypt",237,56,"Delta","Delta","Official account of Delta Air Lines. We're listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline",NA,669,72849793,35.43
"Portugal",107,57,"TheEconomist","The Economist","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel",NA,302,10528226,35.43
"Portugal",107,58,"NatGeo","National Geographic","Since 1888, we've traveled the Earth, sharing its amazing stories with new generations. Official Twitter account of National Geographic.","channel",NA,302,10528226,35.43
"Portugal",107,59,"BillGates","Bill Gates","Sharing things I'm learning through my foundation work and other interests...","person",NA,302,10528226,35.43
"Japan",860,13,"KLM","Royal Dutch Airlines","Official global account of KLM. While we keep you updated, we're at your service in 12 languages. Share personal details only in private messages!","airline",NA,2429,127896740,35.41
"Pakistan",582,72,"katyperry","KATY PERRY","Rising...","person",NA,1644,158080591,35.4
"Pakistan",582,73,"AnushkaSharma","Anushka Sharma","","person",NA,1644,158080591,35.4
"Kenya",219,66,"airfrance","Air France","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline",NA,619,35598952,35.38
"South Africa",173,44,"Oprah","Oprah Winfrey","","person",NA,489,47938663,35.38
"South Africa",173,45,"Forbes","Forbes","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel",NA,489,47938663,35.38
"Malaysia",1187,12,"twitter","Twitter","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel",NA,3357,25652985,35.36
