id,screen_name,name,timezone,country,description,count,category
19110632,TravelMagazine,The Travel Magazine,London,United Kingdom," Get the latest travel news, articles, reports, guides, offers, competitions and more from https://t.co/0In5ml7F8A - we'd love to hear from you too.",31818,travel
209708391,onedirection,One Direction,,None,1D's album Made in the A.M. is OUT NOW: https://t.co/gtTGAb8uTh |,31784,person
816653,TechCrunch,TechCrunch,Pacific Time (US & Canada),None,"Breaking technology news, analysis, and opinions from TechCrunch. The number one guide for all things tech.
Got a tip? Let us know tips@techcrunch.com",31741,news
112377315,kimberly_chia,Kimberly Chia,Singapore,Singapore,"A blessed girl having the time of her life. Learning to appreciate everything that is life.  
kimberlychia.sg",31706,person
116362700,LilTunechi,Lil Wayne WEEZY F,Alaska,United States,IM YOUNG MONEY http://t.co/wMwkyzCu,31644,person
17874544,Support,Twitter Support,Pacific Time (US & Canada),None,"We Tweet tips and tricks to help you boost your Twitter skills and keep your account secure. For detailed help, visit http://t.co/qq1HEzdMA2.",31616,other
91573146,speishi,Peishi Soh,Singapore,Singapore, Instagram: @speishi ∞ https://t.co/bJzgoclHvz ∞ Email me at speishi@hotmail.com,31529,person
56631494,shahidkapoor,Shahid Kapoor,Mumbai,India,"Actor, Dreamer, Lover, Believer .",31492,person
44084633,LouisVuitton,Louis Vuitton,Paris,France,The official Twitter page for Louis Vuitton Worldwide. Contact client services at @LVServices for customer assistance and personalised advice.,31437,brand
285332860,WayneRooney,Wayne Rooney,Hawaii,United States,@NikeUK athlete https://t.co/3yp07llC6E @triplessports,31385,person
136361303,voguemagazine,Vogue Magazine,Quito,Ecuador,The official twitter page of Vogue Magazine.,31364,channel
33801019,ParineetiChopra,Parineeti Chopra,Mumbai,India,Instagram - Parineetichopra. Snapchat - ChopraParineeti,31275,person
94163409,sonakshisinha,Sonakshi Sinha,Mumbai,India,"Shotgun Junior! Instagram: aslisona, Snapchat: aslisonasnap",31196,person
54829997,AnushkaSharma,Anushka Sharma,Hawaii,United States,,31175,person
19426551,NFL,NFL,Eastern Time (US & Canada),None,Official Twitter account of the National Football League. Our Social Media Policy: https://t.co/Og68FW2cN7,31080,sports
27067896,IATA,IATA,Eastern Time (US & Canada),None,The International Air Transport Association (IATA) is the global trade association of airlines. Our 260 members comprise 83% of total air traffic.,30933,travel
14677919,NewYorker,The New Yorker,Eastern Time (US & Canada),None,"The New Yorker is a weekly magazine with a mix of reporting on politics and culture, humor and cartoons, fiction and poetry, and reviews and criticism.",30645,channel
100220864,BrunoMars,Bruno Mars,Pacific Time (US & Canada),None,,30602,person
2459371,Skype,Skype,Pacific Time (US & Canada),None,The latest news and updates from the team at Skype. Follow the link below to discover all the wonderful things Skype has to offer.,30522,brand
50374439,tomhanks,Tom Hanks,Pacific Time (US & Canada),None,"I'm that actor in some of the movies you liked and some you didn't. Sometimes I'm in pretty good shape, other times I'm not. Hey, you gotta live, you know?",30220,person
519332561,TrulyNoah,Noah Yap 叶荣耀,Singapore,Singapore,Actor • Host • YouTuber Business enquiries: nyry-.-@hotmail.com,30206,person
1344951,WIRED,WIRED,Pacific Time (US & Canada),None,WIRED is where tomorrow is realized.,30201,channel
17219108,CNTraveler,Condé Nast Traveler,Eastern Time (US & Canada),None,"At home in the world. 

Snapchat: CNTraveler",30148,travel
76294950,AnupamPkher,Anupam Kher,New Delhi,India,Actor/Teacher/Author/Motivational Speaker/@UN_Women Champion of Gender Equality @HeForShe,29762,person
15012486,CBSNews,CBS News,Eastern Time (US & Canada),None,The official twitter feed of @CBSNews. Follow for original reporting and trusted news.,29698,news
18949452,FT,Financial Times,London,United Kingdom,"News stories, features and updates from the FT. For headlines follow @financialtimes. Our customer service team is @FTcare.",29672,news
37034483,ndtv,NDTV,New Delhi,India,Breaking news alerts from India,29577,news
326359913,CHANEL,CHANEL,Paris,France,"'CHANEL is above all a style. Fashion passes, style remains.' Gabrielle Chanel",29295,brand
348379865,Dior,Dior,Paris,France,,29290,brand
31311757,googlemaps,Google Maps,Pacific Time (US & Canada),None,Photographic dispatches from Planet Earth.,29231,brand
25521487,danieltosh,daniel tosh,Pacific Time (US & Canada),None,not a doctor,29057,person
277434037,RNTata2000,Ratan N. Tata,Mumbai,India,"Former Chairman of Tata Group. Personal interests : - aviation, automobiles, scuba diving and architectural design.",28908,person
119002935,_austrian,Austrian Airlines,Vienna,Austria,"Official Austrian Airlines twitter Channel - the charming way to fly! For compliments and complaints, please refer to https://t.co/ODtoNtlX4z.",28848,airline
268439864,xtina,Christina Aguilera,Pacific Time (US & Canada),None,,28561,person
18863815,coldplay,Coldplay,,None,"New album, A Head Full Of Dreams, out now worldwide. #AHFODtour runs through 2016. Spanish language account: @coldplay_es",28400,person
405427035,ArvindKejriwal,Arvind Kejriwal,Kolkata,India,Political revolution in India has begun. Bharat jaldi badlega. Arvind Kejriwal.,28375,person
230502627,Zongino,Zongino,Midway Island,United States,OUT OF THIS WORLD FUN,28298,person
33875003,Gatwick_Airport,Gatwick Airport LGW,London,United Kingdom,We're here 24/7 to answer your questions and help you have a great experience at Gatwick. Follow @LGWobviously for runway 2 news.,27993,airport
14920785,blakeshelton,Blake Shelton,Central Time (US & Canada),None,The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too),27850,person
1774391,nytimestravel,NY Times Travel,Eastern Time (US & Canada),None,Travel news and features from around the world.,27845,travel
23976386,davidguetta,David Guetta,Paris,France,Official David Guetta Twitter Page. http://t.co/RMCqdEM9XC,27820,person
237093193,thejianhaotan,JianHao F² Tan,Singapore,Singapore,"To catch me, you gotta be fast. To find me, you gotta be smart. To be me... lol, you gotta be kidding.  https://t.co/jivUlIUvfu",27706,person
26243008,muttons,MuttonsInTheMorning,Singapore,Singapore,Muttons In The Morning - Weekdays 6am-10am on Class95FM. Radio geeks. Loves 4-ply tissue.,27621,channel
14872237,realmadrid,Real Madrid C. F.,Madrid,Spain,"Cuenta oficial del Real Madrid C.F., ENGLISH @realmadriden, FRANÇAIS @realmadridfra, العربيه @realmadridarab, 日本語 @realmadridjapan.",27604,sports
27860681,WorldBank,World Bank,Eastern Time (US & Canada),None,The official World Bank Twitter feed. The World Bank's mission is to fight poverty with passion and professionalism for lasting results.,27497,other
35094637,aliciakeys,Alicia Keys,Eastern Time (US & Canada),None,"Passionate about my work, in love with my family and dedicated to spreading light. It's contagious! ;-) https://t.co/vZcUuNOKcz",27351,person
158487331,neymarjr,Neymar Jr,Brasilia,Brazil,"Filho de Deus, Pai, Feliz e Ousado !",27243,person
74580436,AppleMusic,Apple Music,Pacific Time (US & Canada),None,All the ways you love music. All in one place.,27073,brand
73992972,AvrilLavigne,Avril Lavigne,Pacific Time (US & Canada),None,Get 'Avril Lavigne' on iTunes now: https://t.co/m8yd5aoLeN,27068,person
101743223,Alitalia,Alitalia,Rome,Italy,Welcome to the official AlitaliaTwitter account! Follow us for latest news and events!,26968,travel
1337785291,rogerfederer,Roger Federer,Paris,France,Professional tennis player,26925,person
117662694,NatGeoPhotos,Nat Geo Photography,Eastern Time (US & Canada),None,All things photography from National Geographic. Like us on Facebook: https://t.co/17NiJ0092Z,26891,channel
13192972,AlaskaAir,Alaska Airlines,Pacific Time (US & Canada),None,Official account of Alaska Airlines. Our Social Care team is here for you 24/7. For a formal response: https://t.co/NejvhDF05N. Tag photos with #iFlyAlaska,26889,airline
361812836,hmsingapore,H&M Singapore,Singapore,Singapore,Fashion and quality at the best price.,26743,brand
6253282,twitterapi,Twitter API,Pacific Time (US & Canada),None,"The Real Twitter API. I tweet about API changes, service issues and happily answer questions about Twitter and our API. Don't get an answer? It's on my website.",26709,other
130834357,donghae861015,Super Junior 이동해,Seoul,Korea,SJ,26666,person
31927467,pitbull,Pitbull,Eastern Time (US & Canada),None,Mr. Worldwide. Musician. Entertainer. Entrepreneur.,26659,person
68977380,thekiranbedi,Kiran Bedi,New Delhi,India,"LtGov.Puducherry,IPS (retd),Magsaysay Awardee,former UN Police Advisor,Asian Tennis Champ,Law,PhD-IIT,Nehru Fellow,Author,Voted Most Trusted,Admired Woman,2NGOs",26650,person
54502344,MercedesBenz,Mercedes-Benz,Berlin,Germany,Welcome to Mercedes-Benz – stay informed and follow us. For technical assistance please contact your local dealer. Provider: https://t.co/dIo7vVvhBh,26649,brand
47459700,Burberry,Burberry,London,United Kingdom,Shop the show: https://t.co/1F5QFB7Bjc,26484,brand
344634424,RafaelNadal,Rafa Nadal,Hawaii,United States,Tennis player.,26457,person
24886570,maroon5,Maroon 5,Pacific Time (US & Canada),None,"This is the Official Twitter page for Maroon 5
@adamlevine @jamesbvalentine @JRCarmichael and @pjmorton. #V out now! http://t.co/pqyCrYEX2h",26450,person
96951800,FCBarcelona,FC Barcelona,Paris,France,"More official accounts @fcbarcelona_cat @fcbarcelona_es @fcbarcelona_br @fcbarcelona_jp @fcbarcelona_id, @fcbarcelona_ara @fcbarcelona_fra @fcbarcelona_tr",26397,sports
91227352,HungryGoWhere,HungryGoWhere,Singapore,Singapore,"First stop for the Hungry. Singapore's best food & restaurants, promos & latest reviews - by the community, for the community. We help each other w/ what to eat",26308,brand
60865434,KAKA,Kaka,Brasilia,Brazil,https://t.co/6tgzPaNfFt,26274,person
181561712,Harry_Styles,Harry Styles.,Pacific Time (US & Canada),None,Raconteur.  https://t.co/gtTGAbq5KP,26253,person
7587032,SkyNews,Sky News,London,United Kingdom,"Stories direct from the @SkyNews newsroom. Tweet us your queries and questions. For breaking news, follow @SkyNewsBreak.",26242,news
185314895,victoriabeckham,Victoria Beckham,,None,The Official Twitter page for Victoria Beckham,26112,person
34442404,Sony,Sony,Eastern Time (US & Canada),None,The official Twitter account for Sony in the United States.,26049,brand
79708561,Asli_Jacqueline,Jacqueline Fernandez,Hawaii,United States,Actress,25974,person
44588485,chetan_bhagat,Chetan Bhagat,Mumbai,India,The CB family!,25760,person
15519886,WestJet,WestJet,Mountain Time (US & Canada),None,Welcome to the official WestJet Twitter account! We're online and available to help 24/7. Please send personal info via direct message only.,25733,airline
74594552,AppStore,App Store,Pacific Time (US & Canada),None,,25701,brand
500704345,Pontifex,Pope Francis,Rome,Italy,Welcome to the official Twitter page of His Holiness Pope Francis,25691,person
1093090866,FLOTUS,The First Lady,Eastern Time (US & Canada),None,This account is run by the Office of First Lady Michelle Obama. Tweets from the First Lady are signed –mo. Tweets may be archived. More at https://t.co/eVVzoBb3Zr,25685,person
15754281,USATODAY,USA TODAY,Eastern Time (US & Canada),None,The latest news and most interesting stories from USA TODAY. News that's meant to be shared.,25669,news
107318424,bipsluvurself,Bipasha Basu,Mumbai,India,An Actor & fitness enthusiast who believes in the philosophy of ''Love Yourself... Watch this space for the real me.,25658,person
19058681,aplusk,ashton kutcher,Eastern Time (US & Canada),None,"I make stuff, actually I make up stuff, stories mostly, collaborations of thoughts, dreams, and actions. Thats me.",25541,person
415859364,Nike,Nike,Pacific Time (US & Canada),None,#justdoit,25510,brand
65659343,ajaydevgn,Ajay Devgn,New Delhi,India,"strong beliefs win strong men, and then make them stronger. @ShivaayTheFilm",25410,person
10671602,PlayStation,PlayStation,Pacific Time (US & Canada),None,"Official Twitter updates on PlayStation, PS4, PS VR, PS3, PS Vita, and PSN. Titles rated E-M. Support channel: @AskPlayStation",25386,brand
37589139,cathaypacificUS,Cathay Pacific US,Pacific Time (US & Canada),None,"Greetings! This Twitter page is managed by Nancy in San Francisco, M-F, 9am-5pm.",25299,airline
14700316,hrw,Human Rights Watch,Eastern Time (US & Canada),None,"We provide timely information on #humanrights crises in 90+ countries. Curated by @jimmurphysf, @astroehlein & @snorthfield45 Staff list https://t.co/wBw0SILvlQ",25298,other
27466653,Zoella,Zoë,London,United Kingdom,"YouTuber, Blogger, Friend & Pizza Addict ",25178,person
59419156,PAPSingapore,PAP Singapore,International Date Line West,None,"Published by and at the direction of the People's Action Party, 57B New Upper Changi Road, #01-1402, Singapore 463057

Instagram: @papsingapore",25118,other
121044171,ImRaina,Suresh Raina,New Delhi,India,"Cricket is my Passion, Fans are my Strength and Family is my Support",25088,person
27650674,Audi,Audi,Eastern Time (US & Canada),None,The official Twitter account of Audi of America.,24951,brand
1379801,SAS,SAS,Stockholm,Sweden,"The largest airline company in Scandinavia, flying to and from Europe, with flights to North America and Asia. Customer service: flysas.com or facebook.com/SAS",24919,airline
24929621,ParisHilton,Paris Hilton,Pacific Time (US & Canada),None,My new fragrance #GoldRush is now available  https://t.co/Or93I1Mxuu,24840,person
27042513,RealHughJackman,Hugh Jackman,Pacific Time (US & Canada),None,Instagram: @TheHughJackman,24732,person
17842366,Discovery,Discovery,Eastern Time (US & Canada),None,Grab life by the globe!,24676,channel
16303106,StephenAtHome,Stephen Colbert,Eastern Time (US & Canada),None,Vehicle,24648,person
788524,guardiannews,Guardian news,London,United Kingdom,The latest stories from the @guardian's news desks.,24624,news
128155589,TheVijayMallya,Vijay Mallya,Mumbai,India,"Former Member of Parliament, India, Chairman, The UB Group, Co-owner & Team Principal Sahara Force India Formula 1",24588,person
2183816041,arunjaitley,Arun Jaitley,Chennai,India,"Minister of Finance & Corporate Affairs, Government of India",24512,person
18676177,jamieoliver,Jamie Oliver,London,United Kingdom,Official Jamie Oliver: Proud Dad & Chef,24455,person
34613288,Arsenal,Arsenal FC,London,United Kingdom,"The official club website brings you all the latest #Arsenal news, views and ticket information from Emirates Stadium

Follow:
@OfficialAFC_ID
@OfficialAFC_ES",24378,sports
317034396,ShraddhaKapoor,Shraddha Kapoor,Mumbai,India,Living the dream!,24373,person
2367911,MTV,MTV,Eastern Time (US & Canada),None, tweets by @kaitiii | snapchat: mtv,24343,channel
92724677,virendersehwag,Virender Sehwag,New Delhi,India,"Indian Cricketer.
For Endorsements, Events , Social Media Campaigns call Amritanshu +91 9873690935
,For Sehwag International School call +91 9711188700",24294,person
35936474,KDTrey5,Kevin Durant,Central Time (US & Canada),None,"IM ME, I DO ME, AND I CHILL",24231,person
115341081,TheShilpaShetty,SHILPA SHETTY KUNDRA,Mumbai,India,"Full time Mother & Wife,part time Actor, Author of @greatindiandiet ,Yoga enthusiast Entrepreneur ,Founder of @Iosis Spa&Salons, @viaanmobiles & @SSFCare my NGO",24222,person
25360913,Lufthansa_DE,Deutsche Lufthansa,Bern,Switzerland,"Das ist der offizielle Lufthansa_DE Twitter-Kanal. Bitte richtet Anregungen, Lob oder Kritik an: https://t.co/GjRy7UfyzU",24220,airline
14499829,WHO,WHO,Bern,Switzerland,"Official Twitter account of the World Health Organization, the United Nations' health agency",24196,other
240649814,TimesNow,TIMES NOW,New Delhi,India,Times Now is India’s most watched English news channel. Follow us for breaking news & updates.,24189,news
259925559,DjokerNole,Novak Djokovic,Belgrade,Serbia,"Laugh as long as you breathe, love as long as you live!",24162,person
12397052,luxury__travel,A Luxury Travel Blog,London,United Kingdom,Blogging on all things luxury travel at http://t.co/qClm5pokjd - please contact us via the blog ( http://t.co/ItuVWGd0i7 ),24142,travel
57998991,Riteishd,Riteish Deshmukh,Mumbai,India,"Life is a Drawing Board, Sharpen your pencil, dont forget the eraser.",24111,person
57016932,Porsche,Porsche,Eastern Time (US & Canada),None,The official Twitter handle of Porsche Cars North America. Our Customer Care team is here to help. Tweet #PorscheCares or call 1-800-PORSCHE for assistance.,24093,brand
69183155,detikcom,detikcom,Jakarta,Indonesia,"Official Twitter of http://t.co/oOBkZ1EQMA. redaksi@detik.com | promosi@detik.com | 
Android: http://t.co/uBAYnisH9r
iPhone: http://t.co/36uDqdyxKN",24034,news
14918367,jetairways,Jet Airways,Calcutta,India,The official Twitter account of Jet Airways. Follow us for interesting updates and information!,23996,airline
323319539,Lamborghini,Lamborghini,Rome,Italy,Visionary | Cutting Edge | Pure Super Sports Car Maker. #Lamborghini,23978,brand
15439395,stephenfry,Stephen Fry,London,United Kingdom,Actor and writer currently working on new TV comedy @GreatIndoorsCBS Instagram – stephenfryactually,23953,person
138372303,FIFAWorldCup,FIFA World Cup,Baghdad,Iraq,Updates for Russia 2018 provided by the Official Site of the FIFA World Cup,23946,sports
87174678,MirzaSania,Sania Mirza,Hawaii,United States,Dreamer.Believer.Doer. Even against all odds./ @UN_Women Goodwill Ambassador for South Asia,23897,person
79320096,Citi,Citi,Quito,Ecuador,Serving as a trusted partner to our clients by responsibly providing financial services that enable growth & economic progress. Customer service: @AskCiti,23803,brand
21887420,GuardianTravel,Guardian Travel,London,United Kingdom,"The latest travel news, insider guides, emerging destinations, new hotels and travel trends from the @Guardian. Instagram: guardiantravelsnaps",23792,travel
2425151,facebook,Facebook,Pacific Time (US & Canada),None,Giving people the power to share and make the world more open and connected.,23456,brand
373471064,TwitterMusic,Twitter Music,Hawaii,United States,Music related Tweets from around the world.,23421,brand
303862998,PDChina,"People's Daily,China",Eastern Time (US & Canada),None,"The largest newspaper group in China; Timely updates 
https://t.co/GjIOtXvfA2 https://t.co/nCvfm8gTgr",23307,news
24727891,nokia,Nokia,Helsinki,Finland,Are you ready for a new era of technology? Join us in expanding the human possibilities of the connected world.,23277,brand
21425125,UberSoc,UberSocial,Pacific Time (US & Canada),None,"A full-featured, customizable Twitter app just for you. For support, please submit tickets here: http://t.co/PBWcqQ73",23268,other
1542862735,Ryanair,Ryanair,Dublin,Ireland,Thanks for choosing Europe's favourite airline! We're here 7am - 9pm everyday. Ryanair. Low Fares. Made Simple. Live Flight Info here: https://t.co/cnePB7yLGg,23232,airline
16425197,Lumia,Lumia,Pacific Time (US & Canada),None,"The official destination for the latest news, updates and insights from the Microsoft Lumia team. For support Tweet @LumiaHelp",23188,brand
177547780,ICC,ICC,London,United Kingdom,"The official twitter account of the International Cricket Council, world cricket’s governing body #CT17 Starts June 1st 2017",23161,other
533085085,MesutOzil1088,Mesut Özil,London,United Kingdom,Football player for @arsenal & @DFB_Team,23056,person
113278275,bomanirani,Boman Irani,Mumbai,India,work in progress,23052,person
219617448,SushmaSwaraj,Sushma Swaraj,New Delhi,India,Minister of External affairs,23050,person
14800270,HarvardBiz,Harvard Biz Review,Eastern Time (US & Canada),None,The leading destination for smart management thinking. Click here to subscribe: https://t.co/7mnPc2GE4Q,23022,channel
1545994664,BMW,BMW,Berlin,Germany,Welcome to the official #BMW account. http://t.co/VjgKsKkFhI,22878,brand
32359921,EconBizFin,The Economist,London,United Kingdom,"Official posts from The Economist on Business, Finance and Economics. Subscribe to our Money Talks podcast here https://t.co/3cTKbmDJha",22878,channel
378197959,3M,3M,Central Time (US & Canada),None,"Here, we innovate with purpose & use #science every day to create real impact in every life around the world. #Lifewith3M",22778,brand
68497896,RanveerOfficial,Ranveer Singh,Mumbai,India,Living the dream.......,22758,person
85772748,dolcegabbana,Dolce & Gabbana,Rome,Italy,,22655,brand
300392950,TwitterSports,Twitter Sports,Pacific Time (US & Canada),None,Official Account run by the Global Sports Team @Twitter.,22648,sports
33868638,shrutihaasan,shruti haasan,,None,everything in its right place,22640,person
87118217,ShaneWarne,Shane Warne,Melbourne,Australia,A proud father to 3 wonderful teenagers. Played cricket. Now cricket commentary. Cricket All Stars owner. Poker player & lover of 80's music. Single/Australian,22632,person
1492538024,KapilSharmaK9,KAPIL,Chennai,India,Actor...who loves to make ppl laugh... ..https://t.co/lvWDr75m4z,22594,person
65268724,ChangiAirport,Changi Airport,Singapore,Singapore,"The official #ChangiAirport Twitter account for the latest news, events & deals. You may also follow @ChangiAirport on Facebook, Instagram, YouTube & LinkedIn.",22508,airport
22910295,ChelseaFC,Chelsea FC,London,United Kingdom,Welcome to the official Twitter account of Chelsea Football Club.,22485,sports
195703895,TheFarahKhan,Farah Khan,Mumbai,India,"Film Director, Choreographer, Producer, now Actress & proud Mother of Triplets.",22477,person
84554399,thesushmitasen,sushmita sen,Mumbai,India,I AM,22416,person
92367751,jessicaalba,Jessica Alba,Pacific Time (US & Canada),None,"Mom of 2, Founder of The Honest Company, amateur chef, terrible speller, loyal friend, hilarious at times... I play make believe for a living",22332,person
36327407,htTweets,Hindustan Times,New Delhi,India,One of India's largest media companies. Latest news from around the world. Retweets are not endorsements.,22186,news
19248106,MariahCarey,Mariah Carey,Eastern Time (US & Canada),None,New album #1toInfinity out now!,22141,person
230845588,Persie_Official,Robin van Persie,,None,@Fenerbahce,22123,person
16193578,VictoriasSecret,Victoria's Secret,Eastern Time (US & Canada),None,"Welcome to the official feed for Victoria’s Secret, where Angels, Bombshells & the sexiest followers on Twitter get their fix for everything VS.",22099,brand
139876086,ABdeVilliers17,AB de Villiers,Greenland,Greenland,"Professional Cricket player
Proudly South African",22055,person
45452226,henrygayle,Chris Gayle,Mountain Time (US & Canada),None,Universe-Boss / 'Chris d Lion',21945,person
47786101,RobertDowneyJr,Robert Downey Jr,Pacific Time (US & Canada),None,You know who I am.,21918,person
16190898,RyanSeacrest,Ryan Seacrest,Pacific Time (US & Canada),None,The day will happen whether or not you get up. - John Ciardi,21907,person
130104041,smritiirani,Smriti Z Irani,Mumbai,India,"Union Cabinet Minister of Textiles, Government of India. Member of Parliament, Rajya Sabha representing the state of Gujarat.",21894,person
15110357,ReutersBiz,Reuters Business,Quito,Ecuador,"Top business news around the world. Join us @Reuters, @breakingviews, @ReutersGMF",21888,news
14224719,Number10gov,UK Prime Minister,London,United Kingdom,"Official channel for Prime Minister Theresa May's office, based at 10 Downing Street. Tweets before 5pm, 13 July 2016 are from the previous Prime Minister.",21875,person
17365848,Expedia,Expedia,Pacific Time (US & Canada),None,"Travel tips, inspiration & deals from https://t.co/fcT976R6Hd. Customer service from 5am-10pm PT daily. Have you checked out the Expedia Viewfinder blog yet?",21854,travel
740336334,GarethBale11,Gareth Bale,London,United Kingdom,Footballer. @realmadrid and @FAWales. Instagram - https://t.co/nWn3lae5ky,21845,person
21814628,Australia,Australia,Sydney,Australia,Tourism Australia's official account. We're also @Australia on Instagram.,21845,other
78021221,armani,Armani,Rome,Italy,https://t.co/DPsTDtdQXH,21771,brand
54524468,TigerairSG,TigerairSG,Singapore,Singapore,The official Twitter page of Tigerair Singapore,21736,airline
85452649,edsheeran,Ed Sheeran,Chihuahua,Mexico,x,21703,person
15224867,andersoncooper,Anderson Cooper,Eastern Time (US & Canada),None,tweets by Anderson Cooper. Anchor of @AC360 on CNN and correspondent on @60Minutes. Author of NYTimes Best Seller - The Rainbow Comes And Goes,21694,person
69231187,UNHumanRights,UN Human Rights,Paris,France,The United Nations #HumanRights office is led by High Commissioner #Zeid,21688,other
108936259,rampalarjun,arjun rampal,Mumbai,India,To touch is to heal. To hurt is to steal. Let's heal.,21661,person
44886859,GoogleTravel,Google Travel Team,Pacific Time (US & Canada),None,Google's Travel Team (Official): Here to provide the latest industry news & data,21656,travel
64643056,RT_com,RT,Moscow,Russia,"RT, the global news network, broadcasts from Moscow, London and Washington studios to over 100 countries.",21653,news
14399483,hm,H&M,Stockholm,Sweden,"Welcome to H&M's official Twitter account. For customer service, please tweet @hm_custserv or visit https://t.co/pDnuki6akQ.",21626,brand
19407053,Entrepreneur,Entrepreneur,Pacific Time (US & Canada),None,"Inspiring, informing and celebrating entrepreneurs since 1973. Please tweet @EntCommunity for questions and event live-feeds.",21528,channel
92726549,geneliad,Genelia Deshmukh,New Delhi,India,,21491,person
16031536,fodorstravel,Fodor's Travel,Pacific Time (US & Canada),None,Travel Intelligence to give you insightful observations and recommendations to plan your next getaway.,21490,travel
130649891,twittermedia,Twitter Media,Pacific Time (US & Canada),None,"Discover the best content on Twitter, across news, sports, entertainment, politics, music, and lifestyle.",21483,channel
16629918,Iberia,Iberia,Madrid,Spain,A tu servicio 24 horas los 365 días del año. ¿En qué podemos ayudarte desde aquí? ¡Te leemos! :),21480,airline
61159473,BoyThunder987,Gerald Koh,International Date Line West,None,"#TheBroCode987 Weekdays 4 - 8pm @987FM 
geraldkoh@mediacorp.com.sg
Snapchat : Geraldkoh987
Instagram: Geraldkoh987",21448,person
19583545,LFC,Liverpool FC,London,United Kingdom,"Official worldwide account of Liverpool FC, England's most successful club with 41 major honours #LFC",21416,sports
105119490,NiallOfficial,Niall Horan,London,United Kingdom,Listen to my debut single 'This Town' here: https://t.co/xOVnVyUXcK,21399,person
24742040,Xbox,Xbox,Pacific Time (US & Canada),None,"Welcome to the official @Xbox Twitter feed, your source for news, console info, game releases, events, sports, & more. For help, please contact @XboxSupport.",21285,brand
67719573,ThoughtCatalog,Thought Catalog,Eastern Time (US & Canada),None,All thinking is relevant.,21251,channel
20562637,businessinsider,Business Insider,Eastern Time (US & Canada),None,What you need to know.,21230,channel
56304605,sardesairajdeep,Rajdeep Sardesai,New Delhi,India,"father first.Journalist, anchor, author: 2014: The Election That Changed India. mail: rajdeepsardesai52@gmail.com. blog at https://t.co/L2nINGl0kb",21184,person
52551600,JimCarrey,Jim Carrey,Pacific Time (US & Canada),None,Actor Jim Carrey!,21172,person
19929890,BDUTT,barkha dutt,Hawaii,United States,Barkha Rani JamKe Barasti Hai. Cloudburst. Journalist. Dreams of being a Lawyer. Argumentative! Yaaron Ka Yaar.,21115,person
16664681,latimes,Los Angeles Times,Pacific Time (US & Canada),None,News from Los Angeles and the world. Staffed by http://t.co/zb8HyvYyAJ editors.,21058,news
34720571,HawaiianAir,Hawaiian Airlines,Hawaii,United States,"Your source for Hawaiian Airlines news, tips, & updates. For customer issues, please contact us at: https://t.co/ZsM44LNYPV",20840,airline
950165300,S1dharthM,Sidharth Malhotra,Mumbai,India,Passionately Curious,20840,person
264231189,imMichelleChong,Michelle Chong,Kuala Lumpur,Malaysia,Are you ready for LULU THE MOVIE?! https://t.co/neIGgEt1Bb,20834,person
18647765,CalvinKlein,Calvin Klein,Eastern Time (US & Canada),None,"Calvin Klein is a global lifestyle brand that exemplifies bold, progressive ideals and a seductive, and often minimal, aesthetic.",20830,brand
16184358,CNNMoney,CNNMoney,Eastern Time (US & Canada),None,The money news that matters most to you. Meet our team: http://t.co/krbacc9dFn,20789,channel
4970411,AJEnglish,Al Jazeera English,London,United Kingdom,Everyone has a story worth hearing. Follow @AJENews for breaking news. Add us on Snapchat: AJENews.,20755,news
67358777,BW,Businessweek,Eastern Time (US & Canada),None,The official Twitter of Bloomberg Businessweek. Covering the business world like no one else.,20721,channel
16973333,Independent,The Independent,London,United Kingdom,"News, comment and features from The Independent.",20666,news
20015311,rickygervais,Ricky Gervais,London,United Kingdom,"Godless Ape. Comedian, Actor, Screenwriter, Movie Director. #TheOffice #Extras #Derek #TheRickyGervaisShow #LifeOnTheRoad #Humanity",20581,person
171117515,KP24,KP,London,United Kingdom,,20557,person
49573859,iamwill,i.am+,Pacific Time (US & Canada),None,#WHEREStheLOVE August 31st.,20510,person
9624742,StateDept,Department of State,Eastern Time (US & Canada),None,"Welcome to the official U.S. Department of State Twitter account!  
Secretary Kerry tweets from @JohnKerry.",20504,other
26235265,MercedesAMGF1,MERCEDES AMG F1,London,United Kingdom,The official Twitter account of the MERCEDES AMG PETRONAS Formula One Team - 2014 and 2015 Formula One World Champions!,20501,other
57261519,Metro_TV,METRO TV,Jakarta,Indonesia,The Official Twitter Page of METRO TV | METROTVNEWS com,20488,news
20402945,CNBC,CNBC,Eastern Time (US & Canada),None,First in Business Worldwide,20469,news
155151279,mangeshkarlata,Lata Mangeshkar,Mumbai,India,playback singer since 1942. https://t.co/8BRJP3bvMX,20448,person
78264667,Citilink,Citilink Indonesia,Jakarta,Indonesia,"Welcome to the official Citilink Indonesia Twitter account! For more information & flight info, please call 08041080808 (24 Hours) / info@citilink.co.id",20417,airline
19897138,IndiaToday,India Today,New Delhi,India,"Brings you news breaks:Exclusive political, entertainment, sports insight, unbiased-nonaligned


Follow us @IndiaToday

Official URL: http://t.co/ICyUpGKpTg",20393,news
